取得日,企業,証券コード・ティッカー,企業関与,企業関与信頼度,テーマ,材料,事業進展スコア,株価反応1日,株価反応5日,株価反応20日,未織り込みギャップ,株価,時価総額,PER,PBR,PSR,EV/EBITDA,EPS,EPS成長率,EPS成長判定,売上成長率,営業利益成長率,ROE,ROIC,営業CF,FCF,配当利回り,配当性向,利益品質,バリュエーション整合性,データ品質,データ基準日,決算期,指標基準,取得元,整合性チェック,リスク,タイトル,公開日時,URL
2026-09-21,NVIDIA Corporation,NVDA,直接候補,0.92,AIデータセンター,テーマ関連,16,,,,13.3,222.27000427246094,5367153793167.114,45.36122536172672,34.34386898233164,24.855068552858295,36.77318745618957,4.9,66.66666666666667,通常成長率,65.47353579009479,60.076363055995486,101.4850815653791,104.6318140841013,102718000000.0,96676000000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-01-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,MicroLED manufacturer nabs Nvidia director to drive AI data center push - SDxCentral,2026-07-03T16:00:00+09:00,https://news.google.com/rss/articles/CBMipwFBVV95cUxNdi12blVHSnI3dG5OSkNaZ0xNVUxsT285YnNsWTVKb3puN2JuNE1vcVRydEVUVmxaa3pjREtXWVdwN1ZSRWhGSlJITnQ5X21UdUZDZ1BidFhQWDB4Rndyc1hmbzhPWU9zbzhmbVFic1JaYXNLYjRlempkRzNWTGc2QVIzTC05blZfNFBIX0RTMi1BRWpUV2ZqS01WN2dLaG5tRmZsdVFmMA?oc=5
2026-09-21,NVIDIA Corporation,NVDA,直接候補,0.92,光通信,テーマ関連,16,,,,13.3,222.27000427246094,5367153793167.114,45.36122536172672,34.34386898233164,24.855068552858295,36.77318745618957,4.9,66.66666666666667,通常成長率,65.47353579009479,60.076363055995486,101.4850815653791,104.6318140841013,102718000000.0,96676000000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-01-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,Nvidia-Led CPO Expansion Drives Order Rush for Korean Materials and Equipment Firms - thelec.net,2026-06-14T16:00:00+09:00,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9GQWd0QWxYNXVEX2tFaWpJQy1TYlZHT1Z2anJvcGhUTEMxTHU3ME1ITVk2UTFuV0NmSmtOeThsNXBFaUZMNWkwTWVrR3N4MDNPVEVTZkhnbWdlNkxrcDJtaGFpTGFSX00?oc=5
2026-09-21,NVIDIA Corporation,NVDA,直接候補,0.92,光通信,テーマ関連,16,,,,13.3,222.27000427246094,5367153793167.114,45.36122536172672,34.34386898233164,24.855068552858295,36.77318745618957,4.9,66.66666666666667,通常成長率,65.47353579009479,60.076363055995486,101.4850815653791,104.6318140841013,102718000000.0,96676000000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-01-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,Scaling AI Factories with Co-Packaged Optics for Better Power Efficiency | NVIDIA Technical Blog - NVIDIA Developer,2025-08-18T16:00:00+09:00,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOM1pqOEU0ZGN2eGxPYkdwZ09kZG9UT21qMkRnMEsyeExKeUxrWEtDWU5Jc0phaUF3d3ZLX0lpOFRkRGlmSkE3aWduM1NFUE1KNjRpNE8xaFk1REpxYTRxYVdvdzJhSGQtLWZWeVpQN0VLbnVGSjI3TU9Na3p3SldjY0VRWVZVdmxrY0Z1OURYVDJNNk5Yc0h5cjl5TnhXVUl1djhDaUZWeGFNdVU?oc=5
2026-09-21,NVIDIA Corporation,NVDA,直接候補,0.92,光通信,テーマ関連,16,,,,13.3,222.27000427246094,5367153793167.114,45.36122536172672,34.34386898233164,24.855068552858295,36.77318745618957,4.9,66.66666666666667,通常成長率,65.47353579009479,60.076363055995486,101.4850815653791,104.6318140841013,102718000000.0,96676000000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-01-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,Nvidia CPO Hits Full Production: Which Optical Stocks Could Win? - Moomoo,2026-08-17T16:00:00+09:00,https://news.google.com/rss/articles/CBMitwFBVV95cUxNUWRNSVZIYlFkQ0RERkVpUEdOOG44TFBoaTh5VG5UUl94OVdMcy1jdjdzeFlEX1QtdWlVbVdNZXlGcDRFbm1OSzZlejlZV01waUE2amw3X2tKTW0tZDhXZks4WUlpUVNCVGJGMHRhSC1kM0JTNldpWWRxSXZIRWxpaUNIVmxlRFQwZXlsbmsyTGRIOTJVekx1cGNZM1BpMEtRel8xYm9RcjRrWERGZ0M4Unp6MjdrYk0?oc=5
2026-09-21,NVIDIA Corporation,NVDA,直接候補,0.92,光通信,テーマ関連,16,,,,13.3,222.27000427246094,5367153793167.114,45.36122536172672,34.34386898233164,24.855068552858295,36.77318745618957,4.9,66.66666666666667,通常成長率,65.47353579009479,60.076363055995486,101.4850815653791,104.6318140841013,102718000000.0,96676000000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-01-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,"Paving the way for the release of the new CPO plan? Nvidia heavily bets on optical interconnects, aiming to build CPO ""supply protection"" - Bitget",2026-03-02T17:00:00+09:00,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9lWWFHZDBfNTZEV2swdHVJZmExTlVpclZmUk51RmFYYlJFbHBRUXpwU3AzMFhhTmg1UW1rc0h6Q0tnU2VuQ0pmdV9sNEVwcWwwcHhlTFNaakNFUlpZbkHSAWNBVV95cUxOYnFCQ04ySC01QkJwRkFGbU0tbDRXUFpTRWx6eFphMTN1YjQ4MUJZcGVQenZ2MTNHMmRNRDl5M1kzVXNXdVN3RXhuZGhtQ1g2WkVnaEkyd1JRQWRpQkQ3NW43ck0?oc=5
2026-09-21,Coherent Corp.,COHR,直接候補,0.92,AIデータセンター,テーマ関連,16,,,,13.3,317.3599853515625,62149318721.923584,77.02912265814624,5.697632108021094,8.731067490686677,40.836552923064424,4.12,,赤字→黒字転換,22.513599128416573,68.52548009428972,8.459740206512754,6.718732124723862,79514000.0,-1030569000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-06-30,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,[News] Coherent Announces a CHIPS Letter of Intent for $50 Million to Expand World-Leading Manufacturing Facility for AI Infrastructure - LEDinside,2026-06-18T16:00:00+09:00,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1UeWlMbjU3Z3EwV1BWWGY0amdSbFBUTzAxRlhhLVBRYlVFMFMxM204cFY4MjIxNnBoMXNLSlVOSUtaTXktZlhfWjJlZk9weDEzTGJ5Y0oxWUg0Q3NGODVrTw?oc=5
2026-09-21,未特定,,複数候補・要確認,0.45,未分類,大企業との提携 / 戦略的投資,46,,,,12.1,,,,,,,,,NA,,,,,,,,,未判定,CHECK_REQUIRED,0.0,,,,Google News RSS; Yahoo chart,財務データ未取得,企業未特定,Nvidia to invest $2 billion in Lumentum under new optics partnership - Evertiq,2026-03-04T17:00:00+09:00,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNRDFDT0hVYkdyelh5SzhzU1BtYy1jTDJqbElBSUNsLW1JdVFtdGFKdGRYSXpHTE94a0RDNHl2T1R1cnBmUDlVRzlsalJVMC1QMHRENW9NdmdROWZFdnRQUGNaWC04OHBwZGlqeFUxM3lGU2hlb3UxS2dDcDhrclV1SEtZTHhWR1RLRDVISU1HSmxPMXN4cFdyNFhwVEdWVDJqQUNJNzhFY0I?oc=5
2026-09-21,未特定,,複数候補・要確認,0.45,光通信,量産・生産開始 / 特許・技術,44,,,,11.5,,,,,,,,,NA,,,,,,,,,未判定,CHECK_REQUIRED,0.0,,,,Google News RSS; Yahoo chart,財務データ未取得,企業未特定,Nvidia's Silicon Photonics Switch Mass Production Ignites CPO Rally; Broadcom Earnings Become Key Test for Industry Trajectory - finance.biggo.com,2026-06-04T16:00:00+09:00,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1CMEZDX2xyQ0xYZVpwYW5lMkJBbmRENnVpcDhUVUZTb0VYazh0YnJ5V0FuckpxR3l0YUktN1VPck90VHczeDloY0xfd0w1VGxZLTBvMXZrbElLT1c2TXQwNA?oc=5
2026-09-21,未特定,,未特定,0.0,光通信,量産・生産開始 / 特許・技術,44,,,,11.5,,,,,,,,,NA,,,,,,,,,未判定,CHECK_REQUIRED,0.0,,,,Google News RSS; Yahoo chart,財務データ未取得,企業未特定,UMC and SILITH Bring 12-Inch Silicon Photonics to Mass Production as AI Interconnect Competition Enters the Industrial Scale-Up Era - semivision,2026-07-15T16:00:00+09:00,https://news.google.com/rss/articles/CBMigwFBVV95cUxPM3ZQelZRSTdtVTJIUUJGa2pSYW8xTV9xUjY2a2ZwMTlqTVJwejZnS0pkZGZxdzgtQUdsOU1xTk5EUnJJemdVQmxSazZYQ1dGV09RU3IwUndUdWVJLVB0Wm5xX2VfbzhrVS1PNEt6c2dJT0NxUlFWaWRwWG52ZFBoNEZPWQ?oc=5
2026-09-21,未特定,,未特定,0.0,光通信,量産・生産開始 / 特許・技術,44,,,,11.5,,,,,,,,,NA,,,,,,,,,未判定,CHECK_REQUIRED,0.0,,,,Google News RSS; Yahoo chart,財務データ未取得,企業未特定,"TSMC's Silicon Photonics Platform COUPE to Enter Mass Production This Year, Targeting AI Data Center Optical Interconnect Opportunities - finance.biggo.com",2026-03-31T16:00:00+09:00,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1IZ1preXFPR1I4VUlndF8zaHlXLTdLZW1RRGV5aTlxVi1vcGQwNXQyRU1JOGJfX2s4SmtoMGpKam5RanJUanZXaTVnNmpqUElHSlVGUTJyVE5vZDFrZi14bg?oc=5
2026-09-21,未特定,,未特定,0.0,光通信,量産・生産開始 / 特許・技術,44,,,,11.5,,,,,,,,,NA,,,,,,,,,未判定,CHECK_REQUIRED,0.0,,,,Google News RSS; Yahoo chart,財務データ未取得,企業未特定,"SILITH, UMC Achieve Mass Production Milestone for Silicon Photonics Platform - The Fast Mode",2026-07-21T10:28:43+09:00,https://news.google.com/rss/articles/CBMiygFBVV95cUxPWXdfVnozTEp1MTd3NWZDYmlFZHJqblNoRnBySTVzTld6Vm1rR3ZQeHFJeF9tTlVCMjJNSXZvVkN4ekJJN0Z4SDBlVmZGREFncE5NRUF1VnY4YUVYX1NzaHNzcmoxcXRFUks4TzVxT2twR2Q4cDJ6SHVocVNYOVlCM1AtX0NCRjlqdTBQdlhEWjVhLV9CR2Fmd3NGaDhuVmQwcXhxdTBBc29aTUtLWWE5X29hUmRfZnh4bnR0MnQ5ekVEbUNERlk1dGV3?oc=5
2026-09-21,未特定,,未特定,0.0,光通信,量産・生産開始 / 特許・技術,44,,,,11.5,,,,,,,,,NA,,,,,,,,,未判定,CHECK_REQUIRED,0.0,,,,Google News RSS; Yahoo chart,財務データ未取得,企業未特定,UMC's Singapore Fab Hits Silicon Photonics Mass Production Milestone; First Wafers Delivered to Target 1.6T Opportunities - finance.biggo.com,2026-07-13T16:00:00+09:00,https://news.google.com/rss/articles/CBMidkFVX3lxTFBQaHBxNDRhZ3FDQlFMOTRFOERVejFhbmNPUVRpREpmVklvSWQ1VC11U3N0SGMxVTJkSUNmN01JSjh5ZmVXZWxYS3hlZUxBZXhHMm9xWG1QcU1HcXNBUjVTOGRfa3dRdGpNT09PM2tLeFRiTkpuY2c?oc=5
2026-09-21,未特定,,複数候補・要確認,0.45,光通信,大企業との提携 / 特許・技術,40,,,,10.5,,,,,,,,,NA,,,,,,,,,未判定,CHECK_REQUIRED,0.0,,,,Google News RSS; Yahoo chart,財務データ未取得,企業未特定,"NVIDIA, Corning Forge Partnership to Fortify AI Infrastructure | Business | May 2026 - Photonics Spectra",2026-05-06T16:00:00+09:00,https://news.google.com/rss/articles/CBMikgFBVV95cUxObjVaaHd0T2tTLTJ5LXdpN0ZlYm42eC1GalFRcUUyeFptRTVPVWRlS1B3VjdSczl2MHdUbWZBVXhrc0ItYkw3Q25GUExScGhITXNBUnYwc25KSXIyTkxMSVh6TzdHYlQ3QmdsSUl1N19uSnNZTGY3Y0tNV2JHM2FsZWM3dFNsaVcxNXlvcHNwUzQ5QQ?oc=5
2026-09-21,NVIDIA Corporation,NVDA,直接候補,0.92,未分類,テーマ関連,12,,,,10.0,222.27000427246094,5367153793167.114,45.36122536172672,34.34386898233164,24.855068552858295,36.77318745618957,4.9,66.66666666666667,通常成長率,65.47353579009479,60.076363055995486,101.4850815653791,104.6318140841013,102718000000.0,96676000000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-01-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,NVIDIA Backs US Optics Manufacturing With $2 Billion Investment - Electronics For You BUSINESS,2026-03-10T16:00:00+09:00,https://news.google.com/rss/articles/CBMisAFBVV95cUxOZnFuY04yWUFHVmZfcjJheW04Y0NoaXBCOEFDczJuT2NjUGhPV2N4QWhOYWY1MXZQeUkwMmJQekgyYWJpZ01LdW40Z2RQS1FfZ2lRRUN1Yk14SFNvSk1MUW9FblRiMGN4eDNRNlZkS21fUENkSkI1VmVWamNPd05ad1h5eXpjMW5PSklrUlphV3p3Um9sR1BXbkM4SjdCM0lldGxCem5qZGNIWnZyV0VUMw?oc=5
2026-09-21,NVIDIA Corporation,NVDA,直接候補,0.92,未分類,テーマ関連,12,,,,10.0,222.27000427246094,5367153793167.114,45.36122536172672,34.34386898233164,24.855068552858295,36.77318745618957,4.9,66.66666666666667,通常成長率,65.47353579009479,60.076363055995486,101.4850815653791,104.6318140841013,102718000000.0,96676000000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-01-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,NVIDIA Rubin Wreckage: Modine and Credo - Zacks Investment Research,2026-01-08T17:00:00+09:00,https://news.google.com/rss/articles/CBMihgFBVV95cUxNcUJCSElORV82ckhWWjNpdHQzSHo2U0ZsOFRsd3NqeV82RF9WZVFGRXVIR2VERnp2SHdOUVl6QUVMeWFQQWxEN0lMZHFXRjR4NHRlUXJmVV94Y0hvdmJvdnBxS2dqVHphOGx5aW01dHpVU2U2ZUtKYTFwWC1xdnBnZVpEeWZ1dw?oc=5
2026-09-21,NVIDIA Corporation,NVDA,直接候補,0.92,未分類,テーマ関連,12,,,,10.0,222.27000427246094,5367153793167.114,45.36122536172672,34.34386898233164,24.855068552858295,36.77318745618957,4.9,66.66666666666667,通常成長率,65.47353579009479,60.076363055995486,101.4850815653791,104.6318140841013,102718000000.0,96676000000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-01-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,"NVIDIA Rubin GPU: 336B Transistors, T Orders [2026] - tech-insider.org",2026-03-16T16:00:00+09:00,https://news.google.com/rss/articles/CBMibEFVX3lxTE5YWXFUN1M0UGEzRzlzUlVGbENtb005Y3pHSGhKVFdkTUxvQkV5UVZ4eGR5R19nZlFFU2FnLTExTV82MXJjLTBmQ0RuUjhRenNPdzdaaWNkcmRiVXdZOFZKdFpXWFFGR0hTY1hLRg?oc=5
2026-09-21,NVIDIA Corporation,NVDA,直接候補,0.92,未分類,テーマ関連,12,,,,10.0,222.27000427246094,5367153793167.114,45.36122536172672,34.34386898233164,24.855068552858295,36.77318745618957,4.9,66.66666666666667,通常成長率,65.47353579009479,60.076363055995486,101.4850815653791,104.6318140841013,102718000000.0,96676000000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-01-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,"SK Hynix reportedly to begin 1c GDDR7 production in 2025, eyeing Tesla and Nvidia orders - digitimes",2025-09-26T16:00:00+09:00,https://news.google.com/rss/articles/CBMikgFBVV95cUxNNGd6OXZON1NJTDQzazdsWGF4WU0ya3NaNFZHRExsQXpsaVhMRmE4d0U5dU1BWTBQLTRHWnVMR2h0Ri0zSVpZOUxlbDBjcWhJd1ZEQmJLVmFVdmM4UHNwNGNuOC0wZUFGM1RxSkhXbVVLaVpuc05oT0VMZWZ0SDVRd1M4SzNxRnEzb3FOejRNNmRmdw?oc=5
2026-09-21,NVIDIA Corporation,NVDA,直接候補,0.92,未分類,テーマ関連,12,,,,10.0,222.27000427246094,5367153793167.114,45.36122536172672,34.34386898233164,24.855068552858295,36.77318745618957,4.9,66.66666666666667,通常成長率,65.47353579009479,60.076363055995486,101.4850815653791,104.6318140841013,102718000000.0,96676000000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-01-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,Nvidia reportedly mulls outsourcing partial AI GPU production to Samsung - digitimes,2023-07-05T16:00:00+09:00,https://news.google.com/rss/articles/CBMiowFBVV95cUxNY2ZqSDJHRkU3WldRdW5kaXdkbWxWN29td3Z6ekhtTWRuQ2VIcU9ucFVhLU9VNDQxZFliSExncjNFWkhIdlZNWFAyZHZaaERUd1pKd1VsTVNEOXI3b0tlVVh3ZElwQnMxTkpTbTE1cU1QMDQwbFNoTkppcnE0TGpsV0tjU3AzS1dJQTZiYlFKYkpMMHM0dF9ub3lJeUhha2NZVk0w?oc=5
2026-09-21,未特定,,複数候補・要確認,0.45,未分類,大企業との提携 / 特許・技術,36,,,,9.4,,,,,,,,,NA,,,,,,,,,未判定,CHECK_REQUIRED,0.0,,,,Google News RSS; Yahoo chart,財務データ未取得,企業未特定,NVIDIA Announces Strategic Partnership With Lumentum to Develop State-of-the-Art Optics Technology - NVIDIA Newsroom,2026-03-02T17:00:00+09:00,https://news.google.com/rss/articles/CBMizAFBVV95cUxQTnNZN245MFkzWFpFdks3VEhXc3Q1dFZXMi1lNW9qYUVpYmlPUHVSMG5EY2hsZkNEdmJ1VmpoN1RKUU10MUpScHJSTlNRbE45eFhpZjNwWDVVcmhkdDlpT1VzOGZ3YlMwRkNQQjlKSFN0cXhYWXo3OUg4SEJLanl3YzREWkxreVQ4ZmxIMUJPc2ZPUXdJM0hIYzZKSlFObm9fMU1VQVBveUVvcmhtWDMtNFVlUWhoc2kweXFZZ3NwbjNtNXAtRHAtRkZHbmI?oc=5
2026-09-21,未特定,,複数候補・要確認,0.45,未分類,大企業との提携 / 特許・技術,36,,,,9.4,,,,,,,,,NA,,,,,,,,,未判定,CHECK_REQUIRED,0.0,,,,Google News RSS; Yahoo chart,財務データ未取得,企業未特定,NVIDIA and Coherent Announce Strategic Partnership to Develop Optics Technology to Scale Next-Generation Data Center Architecture - NVIDIA Newsroom,2026-03-02T17:00:00+09:00,https://news.google.com/rss/articles/CBMi9gFBVV95cUxNaE1WdkFvcEdnLWMwQ0tUNHRITEhUanhsUW51R3hhZDJiNmV3UXRfS0JqLWFtckhJclFRaVU2VzZUYU9sTXZBb1RRLUR2QU1QQjFNTEdmRnNKNkctNFpKZWhjTUJFOFdmb1hGX2JQX3hVVEc4dW5nLW9FRWJUMmRVUERSdzQ5UTRuYXVLMkF3WDlpOGh0T3lORzY0S1VDcHdwQTRHNENjZWlkeTMxaEp5WHkwTUpvWDB1NF9PX04zWVlhWnZrbW40TDZ3THdsd19WWUpDSHhsS09MS3BLOGJvbVF4MHhVRF9idmRXMUQwS2lDQl9QcXc?oc=5
2026-09-21,未特定,,未特定,0.0,AIデータセンター,設備投資 / 特許・技術,34,,,,8.9,,,,,,,,,NA,,,,,,,,,未判定,CHECK_REQUIRED,0.0,,,,Google News RSS; Yahoo chart,財務データ未取得,企業未特定,"Fabric.AI Launches Breakthrough MicroLED Interconnect Technology as First Step in Building Next-Generation ""AI Factory"" Infrastructure. Partners with Leading MicroLED Developer Kopin Corporation - Investing News Network",2026-04-28T16:00:00+09:00,https://news.google.com/rss/articles/CBMivwJBVV95cUxNd0RhUUhUNF9BOEhpb3R1M1dmcDBNY3BSb0V6YlIydGotV1FjU3VVSFBWakwzeUxyWnVvcnJWQVFVZm1ocThacDFpNXhpaXl6SnJJU0xNMUZqNDJaQzhnQTY3NkpBX1V6YndDbjZLaThYellsbWZSaVVVSXpPWlhqNEFRa1BnSDdEYjJXUzVoSDAtT2hFWnY4UXQycTJrWWhfbVpUVjhDalFPR0Zmdy0tYW9HR3Vqc05qSWZHbU1GYkctLTlidnZRVlJyOE1sV3BjU2syS2NPWU1rZWlneUo3NWVCUEI2eXVDUEF3SURraGNLLWE0MEt1ZFl0ODZKb0JLNFU5cmNwVFJtbmZpNzVkLWVvSEdMTHdCY3d0WGZPZm1XSXFkTDFRdENnSG1ZaV9Ga2VYZW9wbktFY2ljRFZZ?oc=5
2026-09-21,未特定,,未特定,0.0,光通信,量産・生産開始,32,,,,8.4,,,,,,,,,NA,,,,,,,,,未判定,CHECK_REQUIRED,0.0,,,,Google News RSS; Yahoo chart,財務データ未取得,企業未特定,The Critical Bottleneck in CPO Mass Production? It's Testing - TrendForce,2026-04-24T16:00:00+09:00,https://news.google.com/rss/articles/CBMidEFVX3lxTE1VNldUZjRYZlIwYVNlb1RjcGlGcVBmcDdCWGtkVFdVTGdrZ0x0MF9BU0liSE1ETTVJVU9YQUVqWk1yWDBZM1kzOUJrRVBlQVJSTTdGSE9pLXZNVXBtanZsTHJWdHY3ZVUyT0llc244N3Zydl9S?oc=5
2026-09-21,未特定,,未特定,0.0,光通信,量産・生産開始,32,,,,8.4,,,,,,,,,NA,,,,,,,,,未判定,CHECK_REQUIRED,0.0,,,,Google News RSS; Yahoo chart,財務データ未取得,企業未特定,"Optical Engine Commercialization Breakthrough: POET Technologies Secures $50M Order, Stock Soars; Foxconn's CPO Switches Set for Q3 Mass Production Targeting 10,000 Units - finance.biggo.com",2026-05-14T16:00:00+09:00,https://news.google.com/rss/articles/CBMiYEFVX3lxTFB5OW5OQWdoeVM0dW1PRVR3TEFqclp0ZDN2TTczT1ZIbVJybEY1a2pERUtSRnpnQzVuZUhsTU5sR3JQX2p4Sk1kMVRhRzhRX0xLVGh0WEtiYmNlbnhoNElTQg?oc=5
2026-09-21,Corning Incorporated,GLW,関与候補,0.74,光通信,テーマ関連,10,,,,8.3,150.1300048828125,129320234339.02771,82.03825403432377,10.901627884967397,8.274376757247918,36.725899421426426,1.83,215.51724137931038,通常成長率,19.141637444732428,100.79295154185024,14.191081669852842,9.841828404111872,2695000000.0,1413000000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2025-12-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,Corning Highlights Glass Bridge for CPO and Glass-Core Packaging - thelec.net,2026-06-24T16:00:00+09:00,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE45X2E2Rk5TV2lEelQ2dTNMOGVOcmhYRTNaZ3ZENlF3Z3hKLTdHWWdyaWJDXzJOb0Iyc2NBaGJNSWJsSGFHRkZFcXh5aXBqN0lDSDd0Ymh2T3ZBRzB3YS1NNk55QnJsbVU?oc=5
2026-09-21,Coherent Corp.,COHR,関与候補,0.74,光通信,テーマ関連,10,,,,8.3,317.3599853515625,62149318721.923584,77.02912265814624,5.697632108021094,8.731067490686677,40.836552923064424,4.12,,赤字→黒字転換,22.513599128416573,68.52548009428972,8.459740206512754,6.718732124723862,79514000.0,-1030569000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-06-30,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,Coherent Showcases Optical Innovations to Scale AI Infrastructure at ECOC 2026 - The Manila Times,2026-09-21T05:18:50+09:00,https://news.google.com/rss/articles/CBMi5wFBVV95cUxOTUtLUVZ6TWVBVUpoTWRtODJtYzcwU285RDJqd0hJYU1JR0VycDVzak1pZUZFeFMyOTE1UjVDdVdDYXFKUUlrZW0tVXZPRUJnLUhHUDl1Z1VtZm9fRC1IU0JWbHY5WS0wUjVBS1NybGhVU0JLNG5Ma0s5ajRrelFqWEowZ2FidHk2azJHNXI2RkYyQTVOOExnY25VOEhzRHBEempOTDU2Ry1rSUkydXZyNi1FUzNQeHJ5UEtpbkc1YnhNMXVHRHBoRzFLSWtRNGlfQUMzc2VxanVIY19DLUxJb1BTaWhjV3fSAewBQVVfeXFMUHBqS0ZwQTJYbGJyVWREamIxLXhtZHA5ZnFSbUF3TTNGNVZKa1p4THJFbEdHTjZnME1CcVNERm4xQzU0Ri1MZ3hnb0ZQVXpNbWtRdHBBWkdtOXJURFJVTGdfT2hVVGkwSjZjeUhKdDJ5SGhTRVpQZGdwS0lFbWFUN0I5SnVCTjBPcFBWX2ZTY0hwcGtRcW1XZUUxLUFCcDBueF85RmRYMlFnMXg0bDVQbDNKQVVTYWUtM2lYRnV2M1dnS2doWHVMS1pxZzc5eTJUSGhmQ3ZXX0tDYTZMTmdIc3dzQXVabm9aT2NJNVQ?oc=5
2026-09-21,NVIDIA Corporation,NVDA,関与候補,0.74,光通信,テーマ関連,10,,,,8.3,222.27000427246094,5367153793167.114,45.36122536172672,34.34386898233164,24.855068552858295,36.77318745618957,4.9,66.66666666666667,通常成長率,65.47353579009479,60.076363055995486,101.4850815653791,104.6318140841013,102718000000.0,96676000000.0,,,一時要因あり・要確認,OK,83.3,2026-09-21,2026-01-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,利益品質:一時要因あり・要確認,Inside Nvidia’s $4B Optical Strategy—and Why CPO Changes Everything - I/O Fund,2026-05-08T16:00:00+09:00,https://news.google.com/rss/articles/CBMiggFBVV95cUxQYUl1cGVPV1dVNW41cEVyc1lpcTM1ZGRRVHh6eTBsLUdqSnBpOF9jaExQdFpsNmFsN1A0RGpUcmVtcXVjanE4OHdZNWtQek1iX2pGbzE2Z3hNWU1OM0xJbFp5SFVxR3dwZXVIOWMySjFuYTdkSmt4YVBuMkZiZGgwQmtB?oc=5
2026-09-21,Broadcom Inc.,AVGO,関与候補,0.74,光通信,テーマ関連,10,,,,8.3,357.6099853515625,1707097706096.4312,74.97064682422695,20.856036763171748,26.72058018214083,50.58638319111687,4.77,287.8048780487805,通常成長率,23.874432853763516,73.87970125366765,31.04786198563469,20.01919385796545,27537000000.0,26914000000.0,,,暫定良好,OK,83.3,2026-09-21,2025-10-31,直近年次決算ベース（株価のみ最新）,Google News RSS; Yahoo Finance/yfinance,OK,財務データ未取得,Optical Products | AI Clusters | AI Infrastructure - Broadcom,2026-03-24T06:17:36+09:00,https://news.google.com/rss/articles/CBMid0FVX3lxTE1uRDFldTU4dE9Fd252Z1laczRENHpULTBhQVFZZDdRRm8wRHhUN0V4djVTYkR5TWQ5UXY5bXc1a2RrYlFMbzc3R0E3a182WUZBOGV5bUFDOWgtbEdSZm40aUxoRG1Ob0hFQnlZaTlLTnRkTGpvaEFz?oc=5
